quadid,sentinelsite,tier3site,subsite,cellid,latitude,longitude,plot,plotsize,sampledate,samplemonth,sampleyear,biomass_gm,waterdepth,thatchheight,thatchdensity,pclive,pcdead,pcsoil,pclitter,pcaqveg,pcwater,sp1,pc_sp1,sp2,pc_sp2,sp3,pc_sp3,bioCOUNT,gps_accuracy,biotypha_gm2,bioscac_gm2,totalbiomass_gm2,salinity,distance,pc_wrack,herbbio,deadherbbio,phaubio,deadphaubio,ivfrbio,deadivfrbio,biomassstd_gm2,culmdensity_m2,culmdensitystd_m2
34-1,SFBay,Sand Mound Slough,34,256852,38.01054,-121.6226,1,0.25,10/26/07,10,2007,123.7,NA,NA,NA,NA,NA,0,62.5,NA,NA,Helenium bigelovii,85,Persicaria maculosa,15,Persicaria maculosa,15,5,4,NA,NA,260.68,0,2.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34-5,SFBay,Sand Mound Slough,34,256852,38.01055,-121.62276,5,0.25,10/26/07,10,2007,182.9,NA,NA,NA,NA,NA,0,0,NA,NA,Persicaria maculosa,85,Calystegia sepium,62.5,Calystegia sepium,62.5,5,4,NA,NA,414.2,0,4.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34-1,SFBay,Sand Mound Slough,34,256852,38.01054,-121.62262,1,0.25,10/26/07,10,2007,164.45,NA,NA,NA,NA,NA,0,62.5,NA,NA,Helenium bigelovii,85,Persicaria maculosa,15,Persicaria maculosa,15,5,4,NA,NA,336.32,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11-9,SFBay,Browns Island,11,483617,38.03606,-121.85973,9,0.25,8/25/08,8,2008,54.7,NA,NA,NA,NA,NA,0,62.5,NA,NA,Schoenoplectus americanus,62.5,Ludwigia peploides,37.5,Ludwigia peploides,37.5,1,4,NA,NA,211.3,0,2.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11-5,SFBay,Browns Island,11,483618,38.03606,-121.85943,5,0.25,8/25/08,8,2008,66.7,NA,NA,NA,NA,NA,0,37.5,NA,NA,Schoenoplectus americanus,85,Juncus balticus,62.5,Juncus balticus,37.5,5,4,NA,NA,248.1,0,3.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11-8,SFBay,Browns Island,11,483618,38.03606,-121.85951,8,0.25,8/25/08,8,2008,58.5,NA,NA,NA,NA,NA,0,0,NA,NA,Typha domingensis,97.5,Schoenoplectus americanus,85,Distichlis spicata,15,5,4,NA,NA,218.9,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11-4,SFBay,Browns Island,11,483618,38.03606,-121.85934,4,0.25,8/25/08,8,2008,65.37,NA,NA,NA,NA,NA,0,37.5,NA,NA,Typha domingensis,85,Typha domingensis,62.5,Typha domingensis,37.5,5,4,NA,NA,180.57,0,1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11-5,SFBay,Browns Island,11,483618,38.03606,-121.85941,5,0.25,8/25/08,8,2008,86.06,NA,NA,NA,NA,NA,0,37.5,NA,NA,Schoenoplectus americanus,85,Juncus balticus,62.5,Juncus balticus,37.5,5,4,NA,NA,354.26,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11-4,SFBay,Browns Island,11,483618,38.03606,-121.85931,4,0.25,8/25/08,8,2008,99.2,NA,NA,NA,NA,NA,0,37.5,NA,NA,Typha domingensis,85,Typha domingensis,62.5,Typha domingensis,37.5,5,4,NA,NA,384.5,0,3.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11-1,SFBay,Browns Island,11,483619,38.03606,-121.85925,1,0.25,8/25/08,8,2008,27.9,NA,NA,NA,NA,NA,0,62.5,NA,NA,Schoenoplectus americanus,85,Distichlis spicata,37.5,Distichlis spicata,15,1,4,NA,NA,248.9,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2-5,SFBay,Browns Island,2,486272,38.0365,-121.86694,5,0.25,10/17/08,10,2008,70.3,NA,NA,NA,NA,NA,0,85,NA,NA,Schoenoplectus americanus,85,NA,15,NA,0,3,3,NA,NA,213.9,15,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2-8,SFBay,Browns Island,2,486272,38.0365,-121.86705,8,0.25,10/17/08,10,2008,57,NA,NA,NA,NA,NA,0,85,NA,NA,Schoenoplectus americanus,85,Distichlis spicata,15,NA,0,3,3,NA,NA,317.5,15,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2-8,SFBay,Browns Island,2,486272,38.0365,-121.86709,8,0.25,10/17/08,10,2008,37.5,NA,NA,NA,NA,NA,0,85,NA,NA,Schoenoplectus americanus,85,Distichlis spicata,15,NA,0,3,3,NA,NA,190.4,15,5.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2-4,SFBay,Browns Island,2,486273,38.03649,-121.86677,4,0.25,10/17/08,10,2008,34.8,NA,NA,NA,NA,NA,0,85,NA,NA,Schoenoplectus americanus,62.5,Distichlis spicata,37.5,Distichlis spicata,15,2,3,NA,NA,255.7,15,3.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2-1,SFBay,Browns Island,2,486273,38.03649,-121.86667,1,0.25,10/17/08,10,2008,100.9,NA,NA,NA,NA,NA,0,85,NA,NA,Schoenoplectus americanus,62.5,Typha domingensis,15,NA,0,2,3,NA,NA,437.8,15,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,SFBay,Browns Island,.,496995,38.03741,-121.86053,NA,0.25,8/1/05,8,2005,384.11,0,0,NA,0,0,0,NA,0,0,Typha sp.,0,NA,0,NA,0,3,0,NA,NA,565.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,SFBay,Browns Island,.,496995,38.03745,-121.86044,NA,0.25,8/1/05,8,2005,259.24,0,0,NA,0,0,0,NA,0,0,Typha sp.,0,NA,0,NA,0,3,0,NA,NA,777.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,SFBay,Browns Island,.,496995,38.03742,-121.86047,NA,0.25,8/1/05,8,2005,430.27,0,0,NA,0,0,0,NA,0,0,Typha sp.,0,NA,0,NA,0,3,0,NA,NA,670.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6-10,SFBay,Browns Island,6,499656,38.03774,-121.86544,10,0.25,10/17/08,10,2008,78.2,NA,NA,NA,NA,NA,0,62.5,NA,NA,Schoenoplectus americanus,62.5,Schoenoplectus acutus,37.5,Distichlis spicata,15,1,4,NA,NA,246.4,13,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6-7,SFBay,Browns Island,6,499657,38.03774,-121.86522,7,0.25,10/17/08,10,2008,68,NA,NA,NA,NA,NA,0,0,NA,NA,Schoenoplectus americanus,62.5,Schoenoplectus americanus,37.5,Lythrum californicum,15,4,4,NA,NA,194,13,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6-9,SFBay,Browns Island,6,499657,38.03774,-121.86533,9,0.25,10/17/08,10,2008,90.3,NA,NA,NA,NA,NA,0,62.5,NA,NA,Triglochin maritima,85,Schoenoplectus acutus,15,Schoenoplectus acutus var. occidentalis,15,4,4,NA,NA,314.2,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6-5,SFBay,Browns Island,6,499657,38.03774,-121.8651,5,0.25,10/17/08,10,2008,57.8,NA,NA,NA,NA,NA,0,62.5,NA,NA,Schoenoplectus americanus,62.5,Lepidium latifolium,37.5,Jaumea carnosa,15,4,4,NA,NA,297,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6-5,SFBay,Browns Island,6,499657,38.03774,-121.86506,5,0.25,10/17/08,10,2008,61.5,NA,NA,NA,NA,NA,0,62.5,NA,NA,Schoenoplectus americanus,62.5,Lepidium latifolium,37.5,Jaumea carnosa,15,4,4,NA,NA,224.7,13,4.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6-2,SFBay,Browns Island,6,499658,38.03774,-121.86502,2,0.25,10/17/08,10,2008,88.9,NA,NA,NA,NA,NA,0,37.5,NA,NA,Schoenoplectus americanus,85,Lepidium latifolium,37.5,NA,0,2,4,NA,NA,297.2,13,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6-2,SFBay,Browns Island,6,499658,38.03774,-121.86496,2,0.25,10/17/08,10,2008,115.7,NA,NA,NA,NA,NA,0,37.5,NA,NA,Schoenoplectus americanus,85,Lepidium latifolium,37.5,NA,0,2,4,NA,NA,443.3,13,5.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,SFBay,Browns Island,.,499671,38.03777,-121.86048,NA,0.25,8/1/05,8,2005,212.53,0,0,NA,0,0,0,NA,0,0,Schoenoplectus americanus,0,NA,0,NA,0,3,0,NA,NA,304.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,SFBay,Browns Island,.,499671,38.03777,-121.86056,NA,0.25,8/1/05,8,2005,145.81,0,0,NA,0,0,0,NA,0,0,Schoenoplectus americanus,0,NA,0,NA,0,3,0,NA,NA,208.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,SFBay,Browns Island,.,499671,38.03777,-121.86048,NA,0.25,8/1/05,8,2005,110.39,0,0,NA,0,0,0,NA,0,0,Schoenoplectus americanus,0,NA,0,NA,0,3,0,NA,NA,226.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,SFBay,Browns Island,.,502330,38.03803,-121.86623,NA,0.25,8/1/05,8,2005,135.3,0,0,NA,0,0,0,NA,0,0,Schoenoplectus americanus,0,NA,0,NA,0,5,0,NA,NA,346.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,SFBay,Browns Island,.,502330,38.03804,-121.86622,NA,0.25,8/1/05,8,2005,194.11,0,0,NA,0,0,0,NA,0,0,Schoenoplectus americanus,0,NA,0,NA,0,5,0,NA,NA,306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,SFBay,Browns Island,.,502330,38.03801,-121.86629,NA,0.25,8/1/05,8,2005,159.3,0,0,NA,0,0,0,NA,0,0,Schoenoplectus americanus,0,NA,0,NA,0,5,0,NA,NA,322.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,SFBay,Browns Island,.,502330,38.03801,-121.86626,NA,0.25,8/1/05,8,2005,200.42,0,0,NA,0,0,0,NA,0,0,Schoenoplectus americanus,0,NA,0,NA,0,5,0,NA,NA,343.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,SFBay,Browns Island,.,502330,38.03798,-121.86626,NA,0.25,8/1/05,8,2005,131.81,0,0,NA,0,0,0,NA,0,0,Schoenoplectus americanus,0,NA,0,NA,0,5,0,NA,NA,270.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,SFBay,Browns Island,.,502331,38.0381,-121.866,NA,0.25,8/1/05,8,2005,252.81,0,0,NA,0,0,0,NA,0,0,Schoenoplectus americanus,0,NA,0,NA,0,7,0,NA,NA,521.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,SFBay,Browns Island,.,502331,38.03816,-121.86594,NA,0.25,8/1/05,8,2005,395.59,0,0,NA,0,0,0,NA,0,0,Schoenoplectus acutus,0,NA,0,NA,0,7,0,NA,NA,839.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,SFBay,Browns Island,.,502331,38.03814,-121.86594,NA,0.25,8/1/05,8,2005,324.21,0,0,NA,0,0,0,NA,0,0,Schoenoplectus acutus,0,NA,0,NA,0,7,0,NA,NA,373.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,SFBay,Browns Island,.,502331,38.03814,-121.86597,NA,0.25,8/1/05,8,2005,287.5,0,0,NA,0,0,0,NA,0,0,Schoenoplectus acutus,0,NA,0,NA,0,7,0,NA,NA,701.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,SFBay,Browns Island,.,502331,38.03808,-121.86596,NA,0.25,8/1/05,8,2005,291.42,0,0,NA,0,0,0,NA,0,0,Schoenoplectus americanus,0,NA,0,NA,0,7,0,NA,NA,571.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,SFBay,Browns Island,.,502331,38.03819,-121.86594,NA,0.25,8/1/05,8,2005,218.65,0,0,NA,0,0,0,NA,0,0,Schoenoplectus acutus,0,NA,0,NA,0,7,0,NA,NA,581.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,SFBay,Browns Island,.,502331,38.03804,-121.86598,NA,0.25,8/1/05,8,2005,268.03,0,0,NA,0,0,0,NA,0,0,Schoenoplectus americanus,0,NA,0,NA,0,7,0,NA,NA,575.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,SFBay,Browns Island,.,502346,38.03809,-121.86063,NA,0.25,8/1/05,8,2005,176.53,0,0,NA,0,0,0,NA,0,0,Schoenoplectus americanus,0,NA,0,NA,0,3,0,NA,NA,260.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,SFBay,Browns Island,.,502346,38.03815,-121.86066,NA,0.25,8/1/05,8,2005,270.93,0,0,NA,0,0,0,NA,0,0,Schoenoplectus americanus,0,NA,0,NA,0,3,0,NA,NA,355.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,SFBay,Browns Island,.,502346,38.03813,-121.86067,NA,0.25,8/1/05,8,2005,180.8,0,0,NA,0,0,0,NA,0,0,Schoenoplectus americanus,0,NA,0,NA,0,3,0,NA,NA,189.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,SFBay,Browns Island,.,502347,38.03802,-121.86058,NA,0.25,8/1/05,8,2005,200.53,0,0,NA,0,0,0,NA,0,0,Typha sp.,0,NA,0,NA,0,3,0,NA,NA,355.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,SFBay,Browns Island,.,502347,38.03798,-121.86053,NA,0.25,8/1/05,8,2005,162.27,0,0,NA,0,0,0,NA,0,0,Schoenoplectus americanus,0,NA,0,NA,0,3,0,NA,NA,302.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,SFBay,Browns Island,.,502347,38.03798,-121.86053,NA,0.25,8/1/05,8,2005,151.54,0,0,NA,0,0,0,NA,0,0,Schoenoplectus americanus,0,NA,0,NA,0,3,0,NA,NA,441.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,SFBay,Browns Island,.,505007,38.03825,-121.86588,NA,0.25,8/1/05,8,2005,226.86,0,0,NA,0,0,0,NA,0,0,Schoenoplectus acutus,0,NA,0,NA,0,2,0,NA,NA,623.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,SFBay,Browns Island,.,505007,38.03824,-121.86583,NA,0.25,8/1/05,8,2005,261.94,0,0,NA,0,0,0,NA,0,0,Schoenoplectus acutus,0,NA,0,NA,0,2,0,NA,NA,722.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54-6,SFBay,Browns Island,54,507691,38.03862,-121.86301,6,0.25,7/11/08,7,2008,170.9,NA,NA,NA,NA,NA,0,85,NA,NA,Schoenoplectus americanus,37.5,Schoenoplectus americanus,37.5,Lythrum californicum,15,2,0,NA,NA,472.2,0,3.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54-8,SFBay,Browns Island,54,507691,38.03862,-121.86307,8,0.25,7/11/08,7,2008,150.8,NA,NA,NA,NA,NA,0,62.5,NA,NA,Typha domingensis,62.5,Typha domingensis,37.5,Typha domingensis,37.5,2,0,NA,NA,504.2,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54-5,SFBay,Browns Island,54,507692,38.03862,-121.86289,5,0.25,7/11/08,7,2008,22.2,NA,NA,NA,NA,NA,0,85,NA,NA,Schoenoplectus americanus,37.5,Schoenoplectus americanus,37.5,Schoenoplectus americanus,37.5,2,0,NA,NA,197.7,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54-2,SFBay,Browns Island,54,507692,38.03862,-121.8627,2,0.25,7/11/08,7,2008,65,NA,NA,NA,NA,NA,0,62.5,NA,NA,Potentilla anserina,62.5,Potentilla anserina,62.5,Euthamia occidentalis,37.5,2,0,NA,NA,248.7,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54-1,SFBay,Browns Island,54,507693,38.03862,-121.86263,1,0.25,7/11/08,7,2008,24.9,NA,NA,NA,NA,NA,0,62.5,NA,NA,Schoenoplectus americanus,62.5,Schoenoplectus acutus,15,Schoenoplectus acutus var. occidentalis,15,1,0,NA,NA,205.7,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26-7,SFBay,Browns Island,26,507713,38.03855,-121.8555,7,0.25,7/10/08,7,2008,44.9,NA,NA,NA,NA,NA,0,62.5,NA,NA,Schoenoplectus acutus,62.5,NA,37.5,NA,37.5,3,4,NA,NA,144.4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26-10,SFBay,Browns Island,26,507713,38.03855,-121.85573,10,0.25,7/10/08,7,2008,140.8,NA,NA,NA,NA,NA,0,85,NA,NA,Schoenoplectus acutus,62.5,NA,15,NA,0,3,4,NA,NA,363.1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26-8,SFBay,Browns Island,26,507713,38.03855,-121.85555,8,0.25,7/10/08,7,2008,205.7,NA,NA,NA,NA,NA,0,62.5,NA,NA,Typha domingensis,62.5,Schoenoplectus acutus,37.5,NA,3,3,4,NA,NA,420.7,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26-2,SFBay,Browns Island,26,507714,38.03854,-121.85525,2,0.25,7/10/08,7,2008,58.4,NA,NA,NA,NA,NA,0,0,NA,NA,Schoenoplectus americanus,62.5,Potentilla anserina,37.5,Potentilla anserina,37.5,4,4,NA,NA,193.5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26-3,SFBay,Browns Island,26,507714,38.03854,-121.85527,3,0.25,7/10/08,7,2008,7.4,NA,NA,NA,NA,NA,0,3,NA,NA,Schoenoplectus americanus,62.5,Schoenoplectus americanus,37.5,Persicaria maculosa,15,4,4,NA,NA,238.5,2,3.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26-5,SFBay,Browns Island,26,507714,38.03854,-121.85536,5,0.25,7/10/08,7,2008,135.9,NA,NA,NA,NA,NA,0,3,NA,NA,Schoenoplectus americanus,62.5,Schoenoplectus americanus,62.5,NA,0.5,4,4,NA,NA,252.5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26-2,SFBay,Browns Island,26,507714,38.03854,-121.85522,2,0.25,7/10/08,7,2008,62.3,NA,NA,NA,NA,NA,0,0,NA,NA,Schoenoplectus americanus,62.5,Potentilla anserina,37.5,Potentilla anserina,37.5,4,4,NA,NA,165.9,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34-9,SFBay,Browns Island,34,531747,38.04106,-121.87269,9,0.25,8/21/08,8,2008,69.3,NA,NA,NA,NA,NA,0,62.5,NA,NA,Typha domingensis,62.5,Schoenoplectus americanus,15,Schoenoplectus americanus,15,1,3,NA,NA,441.4,0,6.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34-1,SFBay,Browns Island,34,531748,38.04105,-121.87228,1,0.25,8/21/08,8,2008,70.4,NA,NA,NA,NA,NA,0,62.5,NA,NA,Triglochin maritima,62.5,Triglochin maritima,62.5,Triglochin maritima,37.5,5,3,NA,NA,347.8,0,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34-1,SFBay,Browns Island,34,531748,38.04105,-121.87226,1,0.25,8/21/08,8,2008,54.5,NA,NA,NA,NA,NA,0,62.5,NA,NA,Triglochin maritima,62.5,Triglochin maritima,62.5,Triglochin maritima,37.5,5,3,NA,NA,276.6,0,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34-3,SFBay,Browns Island,34,531748,38.04105,-121.87236,3,0.25,8/21/08,8,2008,51.8,NA,NA,NA,NA,NA,0,85,NA,NA,Schoenoplectus americanus,62.5,Jaumea carnosa,37.5,Jaumea carnosa,15,5,3,NA,NA,261.4,0,5.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34-4,SFBay,Browns Island,34,531748,38.04105,-121.87252,4,0.25,8/21/08,8,2008,77.5,NA,NA,NA,NA,NA,0,37.5,NA,NA,Triglochin maritima,62.5,Triglochin maritima,37.5,Potentilla anserina,15,5,3,NA,NA,213.2,0,1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34-3,SFBay,Browns Island,34,531748,38.04105,-121.87241,3,0.25,8/21/08,8,2008,13.1,NA,NA,NA,NA,NA,0,85,NA,NA,Schoenoplectus americanus,62.5,Jaumea carnosa,37.5,Jaumea carnosa,15,5,3,NA,NA,303.6,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,SFBay,Browns Island,.,534439,38.04145,-121.86723,NA,0.25,8/3/05,8,2005,302.9,0,0,NA,0,0,0,NA,0,0,Typha sp.,0,NA,0,NA,0,1,0,NA,NA,505.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,SFBay,Browns Island,.,534440,38.04143,-121.86687,NA,0.25,8/3/05,8,2005,335.46,0,0,NA,0,0,0,NA,0,0,Typha sp.,0,NA,0,NA,0,1,0,NA,NA,522.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,SFBay,Browns Island,.,534441,38.04127,-121.86671,NA,0.25,8/3/05,8,2005,289.76,0,0,NA,0,0,0,NA,0,0,Typha sp.,0,NA,0,NA,0,1,0,NA,NA,506.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,SFBay,Browns Island,.,537113,38.04153,-121.86787,NA,0.25,8/3/05,8,2005,315.41,0,0,NA,0,0,0,NA,0,0,Schoenoplectus acutus,0,NA,0,NA,0,6,0,NA,NA,649.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,SFBay,Browns Island,.,537113,38.04162,-121.86787,NA,0.25,8/3/05,8,2005,596.75,0,0,NA,0,0,0,NA,0,0,Schoenoplectus acutus,0,NA,0,NA,0,6,0,NA,NA,1242.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,SFBay,Browns Island,.,537113,38.04157,-121.86782,NA,0.25,8/3/05,8,2005,393.63,0,0,NA,0,0,0,NA,0,0,Schoenoplectus acutus,0,NA,0,NA,0,6,0,NA,NA,999.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,SFBay,Browns Island,.,537113,38.04163,-121.8679,NA,0.25,8/3/05,8,2005,566.16,0,0,NA,0,0,0,NA,0,0,Schoenoplectus acutus,0,NA,0,NA,0,6,0,NA,NA,1025.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,SFBay,Browns Island,.,537113,38.04165,-121.86794,NA,0.25,8/3/05,8,2005,443.16,0,0,NA,0,0,0,NA,0,0,Schoenoplectus acutus,0,NA,0,NA,0,6,0,NA,NA,971.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,SFBay,Browns Island,.,537113,38.04155,-121.86784,NA,0.25,8/3/05,8,2005,281,0,0,NA,0,0,0,NA,0,0,Schoenoplectus acutus,0,NA,0,NA,0,6,0,NA,NA,731.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,SFBay,Browns Island,.,537115,38.04167,-121.86727,NA,0.25,8/3/05,8,2005,290.8,0,0,NA,0,0,0,NA,0,0,Schoenoplectus americanus,0,NA,0,NA,0,2,0,NA,NA,429.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,SFBay,Browns Island,.,537115,38.04151,-121.86724,NA,0.25,8/3/05,8,2005,219.77,0,0,NA,0,0,0,NA,0,0,Schoenoplectus americanus,0,NA,0,NA,0,2,0,NA,NA,447.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,SFBay,Browns Island,.,537116,38.04151,-121.86684,NA,0.25,8/3/05,8,2005,366.51,0,0,NA,0,0,0,NA,0,0,Typha sp.,0,NA,0,NA,0,1,0,NA,NA,611.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50-10,SFBay,Browns Island,50,537120,38.04171,-121.86538,10,0.25,7/10/08,7,2008,15.4,NA,NA,NA,NA,NA,0,85,NA,NA,Schoenoplectus americanus,37.5,Schoenoplectus americanus,37.5,Jaumea carnosa,15,1,0,NA,NA,176.5,5.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50-4,SFBay,Browns Island,50,537121,38.0417,-121.865,4,0.25,7/10/08,7,2008,51.6,NA,NA,NA,NA,NA,0,62.5,NA,NA,Triglochin maritima,85,Schoenoplectus americanus,15,Schoenoplectus americanus,15,4,0,NA,NA,245.6,5.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50-9,SFBay,Browns Island,50,537121,38.04171,-121.86525,9,0.25,7/10/08,7,2008,42.5,NA,NA,NA,NA,NA,0,85,NA,NA,Schoenoplectus americanus,37.5,Salicornia virginica,15,Salicornia virginica,15,4,0,NA,NA,180.5,5.5,2.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50-6,SFBay,Browns Island,50,537121,38.0417,-121.86514,6,0.25,7/10/08,7,2008,20.1,NA,NA,NA,NA,NA,0,62.5,NA,NA,Triglochin maritima,85,Triglochin maritima,37.5,Triglochin maritima,15,4,0,NA,NA,204.3,5.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50-4,SFBay,Browns Island,50,537121,38.0417,-121.86504,4,0.25,7/10/08,7,2008,32.4,NA,NA,NA,NA,NA,0,62.5,NA,NA,Triglochin maritima,85,Schoenoplectus americanus,15,Schoenoplectus americanus,15,4,0,NA,NA,169.6,5.5,5.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50-2,SFBay,Browns Island,50,537122,38.0417,-121.8649,2,0.25,7/10/08,7,2008,45.3,NA,NA,NA,NA,NA,0,62.5,NA,NA,Triglochin maritima,85,Triglochin maritima,37.5,Triglochin maritima,15,2,0,NA,NA,217,5.5,5.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50-2,SFBay,Browns Island,50,537122,38.0417,-121.86495,2,0.25,7/10/08,7,2008,47.9,NA,NA,NA,NA,NA,0,62.5,NA,NA,Triglochin maritima,85,Triglochin maritima,37.5,Triglochin maritima,15,2,0,NA,NA,186.9,5.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,SFBay,Browns Island,.,539791,38.04192,-121.86731,NA,0.25,8/3/05,8,2005,300.08,0,0,NA,0,0,0,NA,0,0,Schoenoplectus americanus,0,NA,0,NA,0,2,0,NA,NA,612.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,SFBay,Browns Island,.,539791,38.0418,-121.86726,NA,0.25,8/3/05,8,2005,232.72,0,0,NA,0,0,0,NA,0,0,Schoenoplectus americanus,0,NA,0,NA,0,2,0,NA,NA,475.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,SFBay,Browns Island,.,542466,38.0423,-121.86739,NA,0.25,8/3/05,8,2005,219.81,0,0,NA,0,0,0,NA,0,0,Schoenoplectus americanus,0,NA,0,NA,0,1,0,NA,NA,367.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
